openalex_id,title,year,source,type,primary_topic,subfield,field,domain,doi,cited_by_count,num_referenced_works
W2964465641,Multisensory integration in percussion performance,2010,HAL (Le Centre pour la Communication Scientifique Directe),preprint,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,,11,0
W2042148440,Cell surface binding simian virus 40 large t antigen becomes anchored and stably linked to lipid of the target cells,1984,Virology,article,Polyomavirus and related diseases,Oncology,Medicine,Health Sciences,https://doi.org/10.1016/0042-6822(84)90176-4,14,21
W4388798252,Beyond Virtual Reality: Towards Screen-Free Interfaces for Post-traumatic Stress Disorder Interventions,2023,,preprint,Virtual Reality Applications and Impacts,Human-Computer Interaction,Computer Science,Physical Sciences,https://doi.org/10.31234/osf.io/24beh,3,87
W2555943323,An on-road evaluation of connected motorcycle crash warning interface with different motorcycle types,2016,Transportation Research Part C Emerging Technologies,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1016/j.trc.2016.11.005,16,33
W3131374412,Properties of Milk Treated with High-Power Ultrasound and Bactofugation,2021,Food Technology and Biotechnology,article,Microbial Inactivation Methods,Biotechnology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.17113/ftb.59.01.21.6721,13,33
W2142163749,The Effects of Modality and Stress across Task Type on Human Performance,1987,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Visual perception and processing mechanisms,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1177/154193128703100507,8,7
W2549998403,Perovskite Nanoplatelets: Tuning the Optical Properties of Perovskite Nanoplatelets through Composition and Thickness by Ligand‐Assisted Exfoliation (Adv. Mater. 43/2016),2016,Advanced Materials,article,Perovskite Materials and Applications,Electrical and Electronic Engineering,Engineering,Physical Sciences,https://doi.org/10.1002/adma.201670299,5,0
W4285542158,Better act than see: individual differences in sensorimotor contingencies acquisition and (meta)cognitive strategies between users of a colour-to-sound sensory substitution device,2021,SSRN Electronic Journal,preprint,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.2139/ssrn.4113324,2,96
W164611358,Strike on Stage : a Percussion and Media Performance,2011,arXiv (Cornell University),preprint,Interactive and Immersive Displays,Human-Computer Interaction,Computer Science,Physical Sciences,https://doi.org/10.48550/arxiv.2012.00250,5,2
W19509286,Supporting Soundscape Design in Virtual Environments with Content-based Audio Retrieval,2009,Journal of Virtual Worlds Research,article,Music and Audio Processing,Signal Processing,Computer Science,Physical Sciences,https://doi.org/10.4101/jvwr.v2i3.635,5,5
W2549968089,Creating Tangible Spatial-Musical Images From Physical Performance Gestures,2015,Zenodo (CERN European Organization for Nuclear Research),article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.5281/zenodo.1179013,6,12
W2021859403,"Isolation of 1-methyliminazole-4-acetic acid, a metabolic product of histamine, from human urine",1963,Biochimica et Biophysica Acta,article,Polyamine Metabolism and Applications,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1016/0006-3002(63)91008-4,10,5
W4210508411,The Politics of Aesthetic Preference in Participatory Music,2022,Organised Sound,article,Music History and Culture,Music,Arts and Humanities,Social Sciences,https://doi.org/10.1017/s1355771822000012,13,27
W2247793894,A study of dendritic ionic liquid crystals: Using (S)-4-citronellyloxybenzoic acid and polypropylene imine dendrimers,2016,Journal of Molecular Liquids,article,Dendrimers and Hyperbranched Polymers,Polymers and Plastics,Materials Science,Physical Sciences,https://doi.org/10.1016/j.molliq.2015.12.070,10,32
W4237288659,Multimedia exploratory data analysis for geospatial data mining: The case for augmented seriation,2001,Journal of the American Society for Information Science and Technology,article,Geographic Information Systems Studies,"Geography, Planning and Development",Social Sciences,Social Sciences,https://doi.org/10.1002/asi.1119,7,22
W3021078426,Smart textiles in the performing arts,2018,,book-chapter,"Crafts, Textile, and Design",Museology,Arts and Humanities,Social Sciences,https://doi.org/10.1201/9781315100210-57,5,1
W2968068048,The impact of concurrent linguistic tasks on participants’ identification of spearcons,2019,Applied Ergonomics,article,Healthcare Technology and Patient Monitoring,Surgery,Medicine,Health Sciences,https://doi.org/10.1016/j.apergo.2019.102895,9,55
W4394612787,In-vehicle displays for driving automation: a scoping review of display design and evaluation using driver gaze measures,2024,Transport Reviews,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1080/01441647.2024.2336921,9,80
W2085503177,Use of ultrasonic degradation and nuclear magnetic resonance as tools for the elucidation of composition of rubber-reinforced plastics,1992,Materials Letters,article,NMR spectroscopy and applications,Nuclear and High Energy Physics,Physics and Astronomy,Physical Sciences,https://doi.org/10.1016/0167-577x(92)90212-3,5,9
W3096652517,Creating Music With Fuzzy Logic,2020,Frontiers in Artificial Intelligence,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.3389/frai.2020.00059,11,75
W3014245064,Audomni: Super-Scale Sensory Supplementation to Increase the Mobility of Blind and Low-Vision Individuals—A Pilot Study,2020,IEEE Transactions on Neural Systems and Rehabilitation Engineering,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/tnsre.2020.2985626,15,51
W2070222883,Technique for the purification of the hyphae of Filobasidiella neoformans,1981,Mycopathologia,article,Infectious Diseases and Mycology,Small Animals,Veterinary,Health Sciences,https://doi.org/10.1007/bf00575088,5,24
W4205768053,The biological roots of music and dance: Extending the credible signaling hypothesis to predator deterrence,2022,,preprint,Animal Vocal Communication and Behavior,Developmental Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.31234/osf.io/yvcqg,4,99
W1987343983,An<i>in vitro</i>assay for assessing the effects of dietary components such as fiber on lipase-catalyzed hydrolysis of long-chain triacylglycerols,1994,International Journal of Food Sciences and Nutrition,article,Diet and metabolism studies,Physiology,Medicine,Health Sciences,https://doi.org/10.3109/09637489409166156,7,52
W1972952227,Endogenous levels of β-carotene in human buccal mucosa cells by reversed-phase high-performance liquid chromatography,1990,Journal of Chromatography B Biomedical Sciences and Applications,article,Biochemical Analysis and Sensing Techniques,Nutrition and Dietetics,Nursing,Health Sciences,https://doi.org/10.1016/s0378-4347(00)82482-2,9,13
W2074654285,VOCAL AND OTHER BEHAVIOUR OF THE GREEN BARBET IN KENYA,1980,Ostrich,article,Wildlife Ecology and Conservation,Ecology,Environmental Science,Physical Sciences,https://doi.org/10.1080/00306525.1980.9633569,6,10
W2310146458,Measurement and validation of bone-conduction adjustment functions in virtual 3D audio displays,2009,SMARTech Repository (Georgia Institute of Technology),dissertation,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,,10,54
W2013259192,"Supporting drivers in concurrent lane and speed tracking tasks with novel visual, auditory, and tactile speedometer displays",2013,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1177/1541931213571429,8,10
W1519388409,Using Sound to Reduce Visual Distraction from In-vehicle Human–Machine Interfaces,2015,Traffic Injury Prevention,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1080/15389588.2015.1020111,24,10
W2333132358,"Sonochemically Synthesized 3D Assemblies of Close-Packed In<sub>2</sub>S<sub>3</sub>Quantum Dots: Structure, Size Dependent Optical and Electrical Properties",2013,The Journal of Physical Chemistry C,article,Quantum Dots Synthesis And Properties,Materials Chemistry,Materials Science,Physical Sciences,https://doi.org/10.1021/jp310047t,23,51
W4315631060,Sounds of Health,2022,Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1145/3570346,14,43
W3094268961,MTD: A Multimodal Dataset of Musical Themes for MIR Research,2020,Transactions of the International Society for Music Information Retrieval,article,Music and Audio Processing,Signal Processing,Computer Science,Physical Sciences,https://doi.org/10.5334/tismir.68,9,46
W2002154295,The Use of Sound for Data Exploration,2000,Bulletin of the American Society for Information Science and Technology,article,Data Visualization and Analytics,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1002/bult.173,9,0
W2015847900,Modelling storms in sound: the Atmospherics/Weather Works project,2004,Organised Sound,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1017/s1355771804000251,4,1
W3092414245,Vrengt: A Shared Body-Machine Instrument for Music-Dance Performance,2019,arXiv (Cornell University),preprint,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.48550/arxiv.2010.03779,3,39
W2185627829,"A Simulator-Based Investigation of Visual, Auditory, and Mixed-Modality Display of Vehicle Dynamic State Information to Commercial Motor Vehicle Operators",1997,VTechWorks (Virginia Tech),dissertation,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,,9,51
W2325955913,The Sensorium: Psychophysiological Evaluation of Responses to a Multimodal Neurofeedback Environment,2016,Applied Psychophysiology and Biofeedback,article,Mindfulness and Compassion Interventions,Clinical Psychology,Psychology,Social Sciences,https://doi.org/10.1007/s10484-016-9332-2,14,25
W2410045933,Oxygen-dependent effect of microsomes on the binding of doxorubicin to rat hepatic nuclear DNA.,1987,Molecular Pharmacology,article,DNA and Nucleic Acid Chemistry,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1016/s0026-895x(25)10437-9,14,0
W4403714050,A multimodal approach to data analysis in astronomy: <scp>sonouno</scp> applications in photometry and spectroscopy,2024,RAS Techniques and Instruments,article,Flow Measurement and Analysis,Mechanics of Materials,Engineering,Physical Sciences,https://doi.org/10.1093/rasti/rzae042,2,22
W2043278038,Studies on Sensory Feedback: III the Effects of Display Gain on Tracking Performance,1965,Quarterly Journal of Experimental Psychology,article,Ergonomics and Musculoskeletal Disorders,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1080/17470216508416433,5,42
W125810682,Robotics in Reality-Based Modeling,2000,,book-chapter,Advanced Vision and Imaging,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1007/978-1-4471-0765-1_43,4,30
W2024135873,Modeling geoscience data in a multisensory virtual environment,2004,Computing in Science & Engineering,article,Teleoperation and Haptic Systems,Mechanical Engineering,Engineering,Physical Sciences,https://doi.org/10.1109/mcise.2004.1255828,3,2
W1525671428,The Sonic Representation of Mathematical Data,2006,Arrow - TU Dublin (Technological University Dublin),dissertation,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.21427/d70w39,3,124
W4389675032,Introduction to the Special Issue on Sound in Human-Robot Interaction,2023,ACM Transactions on Human-Robot Interaction,editorial,Robot Manipulation and Learning,Control and Systems Engineering,Engineering,Physical Sciences,https://doi.org/10.1145/3632185,14,19
W2073738997,Spatial Multisensory Cueing to Support Visual Target-Acquisition Performance,2012,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1177/1071181312561380,7,7
W82922310,Analysis/synthesis and spatialization of noisy environmental sounds,2009,HAL (Le Centre pour la Communication Scientifique Directe),preprint,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,2,26
W1591473556,Rhetorical Schemes for Audio Communication,2008,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,2,16
W68592957,IDENTIFICATION OF ENVIRONMENTAL SOUNDS: ROLE OF RHYTHMIC PROPERTIES,2006,,article,Noise Effects and Management,Speech and Hearing,Health Professions,Health Sciences,,2,9
W2522299162,Full automation in live-electronics: advantages and disadvantages,2009,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,2,0
W5055321,SONIC TRIPTYCHON OF THE HUMAN BRAIN,2010,,article,Neural dynamics and brain function,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1152/ajplegacy.1972.223.3.644,2,4
W2893290864,Characterizing Driver Trust in Vehicle Control Algorithm Parameters,2018,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1177/1541931218621413,7,14
W1994831901,Development of reactor design aid tool using virtual reality technology,2006,Fusion Engineering and Design,article,Nuclear reactor physics and engineering,Aerospace Engineering,Engineering,Physical Sciences,https://doi.org/10.1016/j.fusengdes.2006.07.043,9,4
W2528253595,SONIC EXPLORATIONS WITH EARTHQUAKE DATA,2008,,article,"Media, Communication, and Education",Communication,Social Sciences,Social Sciences,,2,4
W2732893848,Trajectory capture in frontal plane geometry for visually impaired,2006,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,2,10
W2793095322,Head-up Displays (HUD) in driving,2018,arXiv (Cornell University),preprint,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.48550/arxiv.1803.08383,10,13
W4399384971,Comparison of visual and multisensory augmented reality for precise manual manipulation tasks,2024,Displays,article,Augmented Reality Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1016/j.displa.2024.102768,4,63
W940624271,"How Many Auditory Icons, in a Control Room Environment, Can You Learn?",2014,KTH Publication Database DiVA (KTH Royal Institute of Technology),article,Safety Warnings and Signage,Social Psychology,Psychology,Social Sciences,,2,9
W3084641905,"Optimization, modeling, and characterization of water treatment sludge modified by ultrasound-assisted acid activation for enhancing of turbidity removal",2020,Environment Development and Sustainability,article,Coagulation and Flocculation Studies,Water Science and Technology,Environmental Science,Physical Sciences,https://doi.org/10.1007/s10668-020-00971-z,8,54
W4367845979,Formulation and tribological performance of engine oil blended with various non‐edible vegetable oils,2023,Lubrication Science,article,Lubricants and Their Additives,Mechanical Engineering,Engineering,Physical Sciences,https://doi.org/10.1002/ls.1654,8,60
W2102397845,"USER, SOUND CONTEXT AND USE CONTEXT: WHAT ARE THEIR ROLES IN 3D SOUND METAPHORS DESIGN?",2001,,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,,2,25
W96320506,Enumeration of Acidithiobacillus ferrooxidans adhered to agglomerated ores in bioleaching processes,2002,World Journal of Microbiology and Biotechnology,article,Metal Extraction and Bioleaching,Biomedical Engineering,Engineering,Physical Sciences,https://doi.org/10.1023/a:1021254524436,8,13
W2803063202,Advances in PhET Interactive Simulations: Interoperable and Accessible,2018,,book-chapter,Augmented Reality Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1007/978-3-319-76935-6_6,13,22
W2997856531,"Spatial soundscape superposition, Part II: Signals and systems",2020,Nippon Onkyo Gakkaishi/Acoustical science and technology/Nihon Onkyo Gakkaishi,article,Noise Effects and Management,Speech and Hearing,Health Professions,Health Sciences,https://doi.org/10.1250/ast.41.297,3,35
W4283387438,Quantifying Susceptibility to Solidification Cracking in Oscillated CM247LC Superalloy Welds via Varestraint Testing,2022,Metals and Materials International,article,High Temperature Alloys and Creep,Mechanical Engineering,Engineering,Physical Sciences,https://doi.org/10.1007/s12540-022-01250-4,15,39
W2172341938,Making the Invisible Audible: Acoustic Interfaces for the Management of Wireless Sensor Networks,2008,Infoscience (Ecole Polytechnique Fédérale de Lausanne),article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,2,18
W2808855915,Uneasy listening: El subutilizado arte de sonificar datos para contar historias de injusticias sociales,2017,Revista Diseña,article,"Literature, Culture, and Aesthetics",Museology,Arts and Humanities,Social Sciences,https://doi.org/10.7764/disena.11.202-219,3,0
W2068749948,Audition and the sense of presence in virtual environments,1999,The Journal of the Acoustical Society of America,article,Virtual Reality Applications and Impacts,Human-Computer Interaction,Computer Science,Physical Sciences,https://doi.org/10.1121/1.425525,3,0
W2413667087,Prioritizing foreground selection of natural chirp sounds by tempo and spectral centroid,2016,Journal on Multimodal User Interfaces,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1007/s12193-016-0223-x,9,45
W2546697930,Teleoperated trajectory tracking of remotely operated vehicles using spatial auditory interface,2016,IFAC-PapersOnLine,article,Teleoperation and Haptic Systems,Mechanical Engineering,Engineering,Physical Sciences,https://doi.org/10.1016/j.ifacol.2016.10.327,6,25
W3016104015,"ElectroMagnetic Music: a new tool for attracting people's interest in Geosciences, while sensitizing them to planet sustainability",2020,Geoscience Communication,article,Seismic Waves and Analysis,Geophysics,Earth and Planetary Sciences,Physical Sciences,https://doi.org/10.5194/gc-3-329-2020,10,30
W105133301,Auditory Warnings and Displays: An Overview,2019,,book-chapter,Safety Warnings and Signage,Social Psychology,Psychology,Social Sciences,https://doi.org/10.4324/9780429455742-1,6,1
W1983039620,3D Audio Display for Pararescue Jumpers,2007,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Aerospace and Aviation Technology,Aerospace Engineering,Engineering,Physical Sciences,https://doi.org/10.1177/154193120705101916,5,8
W3040849411,Assessment of Emotional States Through Physiological Signals and Its Application in Music Therapy for Disabled People,2020,IEEE Access,article,EEG and Brain-Computer Interfaces,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/access.2020.3008269,14,43
W1976483778,Typical data and cluster analysis on head-related transfer functions from Chinese subjects,2015,Applied Acoustics,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.apacoust.2015.01.022,13,39
W4321443625,Data embodiment: approaching the body as a choreographic medium for performing abstract data,2023,International Journal of Performance Arts and Digital Media,article,Innovative Human-Technology Interaction,Human-Computer Interaction,Computer Science,Physical Sciences,https://doi.org/10.1080/14794713.2023.2175105,8,16
W2244817778,Endogenous Biologically Inspired Art of Complex Systems,2016,IEEE Computer Graphics and Applications,article,Virtual Reality Applications and Impacts,Human-Computer Interaction,Computer Science,Physical Sciences,https://doi.org/10.1109/mcg.2016.12,4,11
W1969058867,Documents mean more than just paper!,1997,Mathematical and Computer Modelling,article,"Mathematics, Computing, and Information Processing",Computational Theory and Mathematics,Computer Science,Physical Sciences,https://doi.org/10.1016/s0895-7177(97)00103-9,10,9
W1553395017,Synthesis of Spatially Extended Virtual Sources with Time-Frequency Decomposition of Mono Signals,2014,,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,,7,25
W2495151487,Information Data Fusion and Computer Network Defense,2011,IGI Global eBooks,book-chapter,Cognitive Science and Education Research,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.4018/978-1-4666-0104-8.ch009,7,33
W4385226142,Sound Design for Paintings in Virtual Art Exhibitions,2023,Research Square,preprint,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.21203/rs.3.rs-3165055/v1,5,19
W2405294336,Preparation and Characterization of Carbon Nanofiber Composite Coated Fabric-Heating Elements,2015,Journal of the Korean Society of Clothing and Textiles,article,Advanced Sensor and Energy Harvesting Materials,Biomedical Engineering,Engineering,Physical Sciences,https://doi.org/10.5850/jksct.2015.39.2.247,11,8
W7250848,Responsive Sensate Environments: Past and Future Directions,2005,,book-chapter,3D Surveying and Cultural Heritage,Geology,Earth and Planetary Sciences,Physical Sciences,https://doi.org/10.1007/1-4020-3698-1_34,5,7
W1782359741,Histamine Release in the Dog After Leukocyte Lysate Injection,1971,Infection and Immunity,article,Mast cells and histamine,Immunology,Immunology and Microbiology,Life Sciences,https://doi.org/10.1128/iai.4.3.228-231.1971,9,11
W2017999789,Modeling the multi-sensory design space,2001,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,9,11
W2324890409,Rhythmic Walking Interaction with Auditory Feedback: Ecological Approaches in a Tempo Following Experiment,2015,IEEE Multimedia,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1109/mmul.2015.27,4,16
W2901749056,Interactive mobile robot in a dynamic environment,2018,IFAC-PapersOnLine,article,Robotics and Sensor-Based Localization,Aerospace Engineering,Engineering,Physical Sciences,https://doi.org/10.1016/j.ifacol.2018.11.331,5,20
W1973448179,Measuring the Performance of Visual to Auditory Information Conversion,2013,PLoS ONE,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1371/journal.pone.0063042,3,28
W3099780260,Modeling of Individual HRTFs Based on Spatial Principal Component Analysis,2020,,article,Technology and Human Factors in Education and Health,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences,,9,33
W1545802590,Developing an interactive overview for non-visual exploration of tabular numerical information,2009,OpenGrey (Institut de l'Information Scientifique et Technique),dissertation,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,4,114
W27549113,EGGS in Action.,2011,New Interfaces for Musical Expression,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,5,8
W4391351983,Enhancing Perceptual—Motor Skills in Sports: The Role of Ecological Sounds,2024,Journal of Intelligence,article,Action Observation and Synchronization,Social Psychology,Psychology,Social Sciences,https://doi.org/10.3390/jintelligence12020015,8,52
W1969807657,Living with alarms: the audio environment in an intensive care unit,2011,AI & Society,article,Healthcare Technology and Patient Monitoring,Surgery,Medicine,Health Sciences,https://doi.org/10.1007/s00146-011-0344-4,3,3
W1499014042,An Application of Lunar GIS with Visualized and Auditory Japan’s Lunar Explorer “Kaguya” Data,2009,,book-chapter,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1007/978-90-481-3660-5_27,2,2
W2014189250,Mitigating Accident Risk in Farm Tractors,2008,Ergonomics in Design The Quarterly of Human Factors Applications,article,Agriculture and Farm Safety,Plant Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.1518/106480408x282737,4,9
W2186176482,Spatial audition in a static virtual environment : the role of auditory-visual interaction,2024,HAL (Le Centre pour la Communication Scientifique Directe),article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.20385/1860-2037/6.2009.5,6,37
W2094352413,Serological relationship of a Japanese Babesia species and Babesia bigemina by the complement fixation and capillary-tube agglutination tests,1979,Veterinary Parasitology,article,Vector-borne infectious diseases,Parasitology,Immunology and Microbiology,Life Sciences,https://doi.org/10.1016/0304-4017(79)90037-2,6,7
W3158724358,Acoustic Feedback in Gait Rehabilitation—Pre-Post Effects in Patients With Unilateral Hip Arthroplasty,2021,Frontiers in Sports and Active Living,article,"Balance, Gait, and Falls Prevention","Physical Therapy, Sports Therapy and Rehabilitation",Health Professions,Health Sciences,https://doi.org/10.3389/fspor.2021.654546,7,49
W4402081406,From operational to strategic modelling: A continuous multi-scale approach for last-mile analysis,2024,Transportation Research Part E Logistics and Transportation Review,article,Urban and Freight Transport Logistics,Building and Construction,Engineering,Physical Sciences,https://doi.org/10.1016/j.tre.2024.103738,10,77
W2134480764,Auditory External Representations: Exploring and Evaluating the Design and Learnability of an Auditory UML Diagram,2007,,article,Usability and User Interface Design,Human-Computer Interaction,Computer Science,Physical Sciences,,2,9
W2762025550,On Data-Driven Approaches to Head-Related-Transfer Function Personalization,2017,RMIT Research Repository (RMIT University Library),article,Speech Recognition and Synthesis,Artificial Intelligence,Computer Science,Physical Sciences,https://doi.org/10.17743/aesconv.2017.978-1-942220-18-3,5,0
W4401456453,Head-up Displays Improve Drivers’ Performance and Subjective Perceptions with the In-Vehicle Gesture Interaction System,2024,International Journal of Human-Computer Interaction,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1080/10447318.2024.2387397,7,47
W2903915379,Gestural qualities in music and outward bodily responses,2017,,book-chapter,Action Observation and Synchronization,Social Psychology,Psychology,Social Sciences,https://doi.org/10.4324/9781315569628-5,3,1
W4396609000,Toward an Auditory Virtual Observatory,2024,Journal of the Audio Engineering Society,article,Time Series Analysis and Forecasting,Signal Processing,Computer Science,Physical Sciences,https://doi.org/10.17743/jaes.2022.0146,2,31
W2344615509,Sensor evaluation for real-time pace and step detection for sonic interaction,2010,Ghent University Academic Bibliography (Ghent University),report,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,2,8
W2281107810,VIRTUAL AUDITORY MYOGRAPHY OF TIMPANI-PLAYING AVATARS,2010,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,2,27
W2033833181,A study of ferritin iron formation in the rabbit alveolar macrophage,1973,Experimental Cell Research,article,Iron Metabolism and Disorders,Hematology,Medicine,Health Sciences,https://doi.org/10.1016/0014-4827(73)90042-6,6,11
W2985082472,"Supporting Multitracking Performance With Novel Visual, Auditory, and Tactile Displays",2019,IEEE Transactions on Human-Machine Systems,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1109/thms.2019.2947580,9,34
W2012852413,Strategy of fabricating enriched gold nanoparticles based on electrochemical methods,2011,Materials Letters,article,Electrochemical Analysis and Applications,Electrochemistry,Chemistry,Physical Sciences,https://doi.org/10.1016/j.matlet.2011.03.036,6,11
W3098444695,Holding the Cosmos in Your Hand: Developing 3D Modeling and Printing Pipelines for Communications and Research,2020,Frontiers in Earth Science,article,Plant and Biological Electrophysiology Studies,Plant Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.3389/feart.2020.590295,5,61
W4391352207,Ecomprovisation: Project <i>Markarian 335</i>,2023,Organised Sound,article,Architecture and Computational Design,Architecture,Engineering,Physical Sciences,https://doi.org/10.1017/s1355771823000651,4,37
W2405553465,The Soundtrack: Putting Music in its Place.,2007,Bournemouth University Research Online (Bournemouth University),article,Music and Audio Processing,Signal Processing,Computer Science,Physical Sciences,,5,3
W4238297543,Transmission: A Telepresence Interface for Neural and Kinetic Interaction,2014,Leonardo,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1162/leon_a_00843,5,0
W4238340301,PREFERRED SOUND INTENSITY INCREASE FOR SENSATION OF HALF DISTANCE,1991,Perceptual and Motor Skills,article,Color perception and design,Social Psychology,Psychology,Social Sciences,https://doi.org/10.2466/pms.72.3.1019-1029,3,0
W3193908215,Poly(tannin urethane)-Stabilized Multiwalled Carbon Nanotube Aqueous Dispersion for Antistatic Coating,2021,Industrial & Engineering Chemistry Research,article,Advanced Sensor and Energy Harvesting Materials,Biomedical Engineering,Engineering,Physical Sciences,https://doi.org/10.1021/acs.iecr.1c02880,14,33
W2099324991,Variable 4: A Dynamical Composition for Weather Systems,2011,Goldsmiths (University of London),article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.25602/gold.00006506,3,15
W2093461501,Normal and abnormal coordination of movements: A polymyographic approach,1966,Journal of the Neurological Sciences,article,Neurological disorders and treatments,Neurology,Medicine,Health Sciences,https://doi.org/10.1016/0022-510x(66)90044-x,10,1
W2334458590,An Instrumented Ankle-Foot Orthosis with Auditory Biofeedback for Blind and Sighted Individuals,2015,IEEE Multimedia,article,Muscle activation and electromyography studies,Biomedical Engineering,Engineering,Physical Sciences,https://doi.org/10.1109/mmul.2015.21,3,0
W2012437462,Efficient Approximation of Head-Related Transfer Functions in Subbands for Accurate Sound Localization,2015,IEEE/ACM Transactions on Audio Speech and Language Processing,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/taslp.2015.2425219,7,43
